,length,tweets
1009,104,また、奇しくも5代目小さん襲名時も同様の諍いがあり、名跡を断念した側に代わりに与えられた名が「林家正蔵」の8代目であった。- 林家三平 (初代) http://ja.wikipedia.org/wiki/%E6%9E%97%E5%AE%B6%E4%B8%89%E5%B9%B3%20%28%E5%88%9D%E4%BB%A3%29
1010,119,この頃、本籍を名古屋市東区千種町に変更している。大宮から、まじめな職業に就くようにと諭され、新宿の口入屋を介して紹介されたのが奇しくも石田吉蔵の経営する東京中野の料亭・吉田屋であった。- 阿部定 http://ja.wikipedia.org/wiki/%E9%98%BF%E9%83%A8%E5%AE%9A
1011,95,現在世界でも数少ない仙術師の中でこの術が伝えられるのは今や少家のみ。レイレイとリンリンが儀式を承けるのは奇しくも16歳の誕生日だった。- レイレイ http://ja.wikipedia.org/wiki/%E3%83%AC%E3%82%A4%E3%83%AC%E3%82%A4
1012,111,2008年7月8日放送では忌野清志郎をゲストとして迎え、忌野の喉頭癌克服に関する話題を扱ったが、奇しくも放送日同日に行われた検査により、忌野の癌転移が発見された。- 徹子の部屋 http://ja.wikipedia.org/wiki/%E5%BE%B9%E5%AD%90%E3%81%AE%E9%83%A8%E5%B1%8B
1013,104,二代目「さんとす丸」は三菱神戸造船所で昭和27年7月12日に起工し9月20日に進水、奇しくも初代と同じ12月10日に竣工した。- さんとす丸 http://ja.wikipedia.org/wiki/%E3%81%95%E3%82%93%E3%81%A8%E3%81%99%E4%B8%B8
1014,129,編集長の吉田は、『このマンガを読め!2008』巻末の編集後記にて、「何故か（『このマンガを読め!2005』の）翌年から宝島社も参戦し、奇しくも二社競合の状態になりました」とコメントしている。- このマンガを読め! http://ja.wikipedia.org/wiki/%E3%81%93%E3%81%AE%E3%83%9E%E3%83%B3%E3%82%AC%E3%82%92%E8%AA%AD%E3%82%81%21
1015,156,これは奇しくもエドマンド・バークの求めた保守主義と全く同じで、ポーランドではポーランド・リトアニア共和国の「黄金の自由」やポーランド分割期の「有機的労働」運動という政治的経験を通じてバークと同様の穏健保守思想がイギリスとは別個に発達していた。- 市民プラットフォーム http://ja.wikipedia.org/wiki/%E5%B8%82%E6%B0%91%E3%83%97%E3%83%A9%E3%83%83%E3%83%88%E3%83%95%E3%82%A9%E3%83%BC%E3%83%A0
1016,95,当時はアイドリング!!!に関わりの無かった両名が、奇しくも前山田が横山、小出が遠藤のデビュー曲を担当する結果となった。- Walk My Way http://ja.wikipedia.org/wiki/Walk%20My%20Way
1017,89,このため、地上102メートルの展望台で、生放送の番組が巨大地震に遭遇するという最悪の事態は、奇しくも逃れる事ができた。- 大阪タワー http://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E3%82%BF%E3%83%AF%E3%83%BC
1018,151,奇しくもかつて地上波でクイズ番組ブームが起きた頃、フジテレビ系列で放送されていた『FNS1億2000万人のクイズ王決定戦』とライバル関係にあったTBS系列の『史上最強のクイズ王決定戦』の競技と同じ形式を取っている。- クイズ王最強決定戦～THE OPEN～ http://ja.wikipedia.org/wiki/%E3%82%AF%E3%82%A4%E3%82%BA%E7%8E%8B%E6%9C%80%E5%BC%B7%E6%B1%BA%E5%AE%9A%E6%88%A6%E3%80%9CTHE%20OPEN%E3%80%9C
1019,133,佐藤本人は夫人が妊娠中の子供が安定期に入るまで結婚を公表するつもりはなかったが、コンバット満の不注意から約一ヶ月後の2010年5月8日に情報が公になる。ちなみにこの5月8日は、奇しくも相方の誕生日である。- パンクブーブー http://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%82%AF%E3%83%96%E3%83%BC%E3%83%96%E3%83%BC
1020,138,奇しくもこの日、志村の愛弟子的存在であった田代まさしが自身の転落人生の発端となった盗撮事件（所謂「ミニタコ事件」）を起こして警視庁に書類送検されている。- 志村けん http://ja.wikipedia.org/wiki/%E5%BF%97%E6%9D%91%E3%81%91%E3%82%93
1021,82,6月26日配信分 奇しくも配信する日に近藤佳奈子の（番組通算3回目の）誕生日が祝われた。- 温子と隼人のアクエリ放送局 http://ja.wikipedia.org/wiki/%E6%B8%A9%E5%AD%90%E3%81%A8%E9%9A%BC%E4%BA%BA%E3%81%AE%E3%82%A2%E3%82%AF%E3%82%A8%E3%83%AA%E6%94%BE%E9%80%81%E5%B1%80
1022,115,奇しくもその結果、反撃に転じたフィリップにエターナルメモリをハッキングされてエターナルレクイエムを無効化されてしまった。- 仮面ライダーW FOREVER AtoZ/運命のガイアメモリ http://ja.wikipedia.org/wiki/%E4%BB%AE%E9%9D%A2%E3%83%A9%E3%82%A4%E3%83%80%E3%83%BCW%20FOREVER%20AtoZ/%E9%81%8B%E5%91%BD%E3%81%AE%E3%82%AC%E3%82%A4%E3%82%A2%E3%83%A1%E3%83%A2%E3%83%AA
1023,139,トンイを始めとした仲間たちと次々死に別れる中、トンイの墓を無償で守る賎民の少女と出会い、事のあらましを聞いた事で「その志があれば、尊い人に必ずなれる」と励ました（その少女が奇しくもトンイの名を継いでいた事は知らなかった）。- トンイ http://ja.wikipedia.org/wiki/%E3%83%88%E3%83%B3%E3%82%A4
1024,109,しかし、その頃は草軽も沿線を中心に乗合自動車の営業を開始していた。バスの大型化なども進み、奇しくも草軽電鉄を挟む格好で東急系列の草軽と西武は対峙したのである。- 草軽電気鉄道 http://ja.wikipedia.org/wiki/%E8%8D%89%E8%BB%BD%E9%9B%BB%E6%B0%97%E9%89%84%E9%81%93
1025,121,4月にはクリミア半島、ウクライナ地方のドイツ軍を撃退、6月22日からはバグラチオン作戦が行われ。奇しくも3年前ドイツ軍がバルバロッサ作戦を発動し、ソ連領に攻め込んだのと同日である。- 第二次世界大戦 http://ja.wikipedia.org/wiki/%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%B8%96%E7%95%8C%E5%A4%A7%E6%88%A6
1026,136,大和からたすきを受け取る際、自分たちはチームであるという旨を大和に伝えてスタート。しかし、奇しくも鷹田が第1走者を務めた陸崎東以外はエースが集い何故か兵藤まで加わった第3走者で激闘を繰り広げる。- Over Drive (漫画) http://ja.wikipedia.org/wiki/Over%20Drive%20%28%E6%BC%AB%E7%94%BB%29
1027,85,奇しくも、イングラム制式化の前年になる1997年に廃止、撤去されてしまった。- 機動警察パトレイバー 2 the Movie http://ja.wikipedia.org/wiki/%E6%A9%9F%E5%8B%95%E8%AD%A6%E5%AF%9F%E3%83%91%E3%83%88%E3%83%AC%E3%82%A4%E3%83%90%E3%83%BC%202%20the%20Movie
1028,131,その欧米巡歴は、ロンドンを皮切りにオランダ、ドイツ、ポーランドを経てロシアに入り、モスクワでは文豪レフ・トルストイを訪ねた。奇しくも弟蘆花もトルストイをのちに訪ねている。- 徳富蘇峰 http://ja.wikipedia.org/wiki/%E5%BE%B3%E5%AF%8C%E8%98%87%E5%B3%B0
1029,123,ウェイン・グレツキーを敬愛し、プレイスタイルのみならず、グッズ、スケートの履き方まで徹底して真似をするほどで、和製グレツキーと呼ばれた。奇しくも、グレツキーと同じ1999年に現役を引退した。- 鈴木宣夫 http://ja.wikipedia.org/wiki/%E9%88%B4%E6%9C%A8%E5%AE%A3%E5%A4%AB
1030,82,銃の指紋は雪で流れ落ちた。銃弾は教授の肩甲骨の下、奇しくもフレイを後ろから撃ったのと同じ個所に命中していた。- 三つの棺 http://ja.wikipedia.org/wiki/%E4%B8%89%E3%81%A4%E3%81%AE%E6%A3%BA
1031,203,「癌告白会見」の直前の1993年7月23日に『金曜エンタテイメント』で放送された『人間ドキュメント 石原裕次郎物語』では、逸見がナビゲーターを務めたが、奇しくも一周忌が迫った1994年12月23日に、同じ『金曜エンタテイメント』にて、逸見自身の生涯、及び闘病生活を描いたドラマ『人間ドキュメント 逸見政孝物語』が放送され、三田村邦彦が逸見を演じた。- 逸見政孝 http://ja.wikipedia.org/wiki/%E9%80%B8%E8%A6%8B%E6%94%BF%E5%AD%9D
1032,114,奇しくも50年後、増岡組は同じく広島を発祥地とする五洋建設と共に、新しい本拠地となるMAZDA Zoom-Zoom スタジアム広島の建設に携わることになる。- 広島市民球場 (初代) http://ja.wikipedia.org/wiki/%E5%BA%83%E5%B3%B6%E5%B8%82%E6%B0%91%E7%90%83%E5%A0%B4%20%28%E5%88%9D%E4%BB%A3%29
1033,106, 1958年（昭和33年）5月10日 奇しくも茂子の上告の取下げと同時期、静岡県警沼津署に真犯人と名乗る男が自首。- 1959年の日本の女性史 http://ja.wikipedia.org/wiki/1959%E5%B9%B4%E3%81%AE%E6%97%A5%E6%9C%AC%E3%81%AE%E5%A5%B3%E6%80%A7%E5%8F%B2
1034,105,今多コンツェルン全社員に配布する、奇しくも三郎の以前の勤務先と同じ名前の社内報「あおぞら」を発行しており、『「あおぞら」編集部』とも呼称される。- 杉村三郎シリーズ http://ja.wikipedia.org/wiki/%E6%9D%89%E6%9D%91%E4%B8%89%E9%83%8E%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
1035,109,最終的にライチの暴走によって光クラブのメンバー共々壊滅的被害を受け、最期はニコに背後から便器で体を貫かれて死亡した。奇しくもそれは14歳の誕生日であった。- ライチ☆光クラブ http://ja.wikipedia.org/wiki/%E3%83%A9%E3%82%A4%E3%83%81%E2%98%86%E5%85%89%E3%82%AF%E3%83%A9%E3%83%96
1036,107,「白い顔」「散歩する首」「果てしなき暴走」には未登場。奇しくもそのすべてが交通事故が絡んだ話である。- 怪奇大作戦 http://ja.wikipedia.org/wiki/%E6%80%AA%E5%A5%87%E5%A4%A7%E4%BD%9C%E6%88%A6
1037,130,しかし、本番組の寿命は短かった。1941年12月8日放送の、杉山美子が歌う『みのり』・『のぞみ』・『まどい』を最後に10ヶ月あまりの短さで幕を閉じた。奇しくもこの日は、米英を相手とする戦争が開戦した日。- われらのうた http://ja.wikipedia.org/wiki/%E3%82%8F%E3%82%8C%E3%82%89%E3%81%AE%E3%81%86%E3%81%9F
1038,69,奇しくも中村は、一時期田中が師事した井口の妹である井口愛子に学んだ経歴を持つ。- 田中希代子 http://ja.wikipedia.org/wiki/%E7%94%B0%E4%B8%AD%E5%B8%8C%E4%BB%A3%E5%AD%90
1039,122,エリオットは奇しくも4年後にザ・フーのドラマー、キース・ムーンが他界することとなる、同じメイフェア・カーズン街9の12号フラットで息を引き取った。- キャス・エリオット http://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%A3%E3%82%B9%E3%83%BB%E3%82%A8%E3%83%AA%E3%82%AA%E3%83%83%E3%83%88
1040,125,この『レント』の初演（1996年1月26日プレビュー初日、2月13日本演初日）は、奇しくもプッチーニの『ラ・ボエーム』の初演（1896年2月1日）から100年目にあたっていた。- レント (ミュージカル) http://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%B3%E3%83%88%20%28%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%AB%E3%83%AB%29
1041,176,同月19日の放送の冒頭では高樹自身が病状や経緯について説明を行なった（しかし、同日は奇しくも高樹が他番組にて復帰を果たした日であった）。- 高樹千佳子のハイブリッドな週末 http://ja.wikipedia.org/wiki/%E9%AB%98%E6%A8%B9%E5%8D%83%E4%BD%B3%E5%AD%90%E3%81%AE%E3%83%8F%E3%82%A4%E3%83%96%E3%83%AA%E3%83%83%E3%83%89%E3%81%AA%E9%80%B1%E6%9C%AB
1042,76,奇しくも主役の春日光二を演じた柴俊夫は、『ミラーマン』のパイロット版でも主役を演じている。- シルバー仮面 http://ja.wikipedia.org/wiki/%E3%82%B7%E3%83%AB%E3%83%90%E3%83%BC%E4%BB%AE%E9%9D%A2
1043,113,最終回は、他の曜日のパーソナリティも集合しての放送となった。また最後の瞬間は奇しくも第一回の放送日であった4月6日の午前0時30分であった。- パンパカパラダイス 今夜もきかナイト! http://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%83%91%E3%82%AB%E3%83%91%E3%83%A9%E3%83%80%E3%82%A4%E3%82%B9%20%E4%BB%8A%E5%A4%9C%E3%82%82%E3%81%8D%E3%81%8B%E3%83%8A%E3%82%A4%E3%83%88%21
1044,136,宮二が貞子の能力に気づいたのは、奇しくも長尾郁子の初の念写実験が行われた1910年（明治43年）11月12日とされ、夫妻は当時、東京府豊多摩郡千駄ヶ谷町（現・東京都渋谷区千駄ヶ谷）で生活していた。- 高橋貞子 (1868年生) http://ja.wikipedia.org/wiki/%E9%AB%98%E6%A9%8B%E8%B2%9E%E5%AD%90%20%281868%E5%B9%B4%E7%94%9F%29
1045,154,奇しくもスプートニク1号打ち上げから5周年となる10月4日、イギリス国内のチャート1位を記録、しかし快進撃はこれだけに留まらず、大西洋を越えたアメリカのビルボードHOT100でも12月22日。- トルネイドース http://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AB%E3%83%8D%E3%82%A4%E3%83%89%E3%83%BC%E3%82%B9
1046,126,奇しくも「サンダーフォースIV」の中盤イベントにてSTYX (FIRE-LEO 03) の量産型がRYNEX (FIRE-LEO 04) に武装ユニットを補充するシーンがある。- プラズマライン (ゲーム) http://ja.wikipedia.org/wiki/%E3%83%97%E3%83%A9%E3%82%BA%E3%83%9E%E3%83%A9%E3%82%A4%E3%83%B3%20%28%E3%82%B2%E3%83%BC%E3%83%A0%29
1047,97,奇しくも日枝神社に同じく文化2年佐野東洲によって揮毫された「山王大権現」の扁額が残されているが、こちらには「東洲左潤拜書」の署名がある。- 熈代勝覧 http://ja.wikipedia.org/wiki/%E7%86%88%E4%BB%A3%E5%8B%9D%E8%A6%A7
1048,122,これは世界で最初の「ガソリンを動力とする車両」に対する特許であり、この日ははじめて乗用車が誕生した記念日とも言われている。奇しくも同じ年、ダイムラーもガソリン動力車両を発明していた。- カール・ベンツ http://ja.wikipedia.org/wiki/%E3%82%AB%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%99%E3%83%B3%E3%83%84
1049,99,宮間、ポデスタ、ポラディアンの3人のアウトサイダー・アーティストは、奇しくも皆、60代になってからその創作活動とパフォーマンスを開始した。- 宮間英次郎 http://ja.wikipedia.org/wiki/%E5%AE%AE%E9%96%93%E8%8B%B1%E6%AC%A1%E9%83%8E
1050,137,なお、彼女に埋め込まれた秘石の名は「機械人形の夢（ピノッキオズドリーム）」であり、奇しくも前作である「外伝」で最終的に人間へと変容したイリアに搭載されていた秘石と同名である。- 機械仕掛けのイヴ ～Dea Ex Machina～ http://ja.wikipedia.org/wiki/%E6%A9%9F%E6%A2%B0%E4%BB%95%E6%8E%9B%E3%81%91%E3%81%AE%E3%82%A4%E3%83%B4%20%E3%80%9CDea%20Ex%20Machina%E3%80%9C
1051,160,最後の舞台のプログラムは朝比奈がその長かった指揮者人生で一貫して得意中の得意としてきたチャイコフスキーであり、奇しくも1960年4月2日における関西交響楽団最後の定期演奏会のプログラムとほぼ同じであった。- 大阪フィルハーモニー交響楽団 http://ja.wikipedia.org/wiki/%E5%A4%A7%E9%98%AA%E3%83%95%E3%82%A3%E3%83%AB%E3%83%8F%E3%83%BC%E3%83%A2%E3%83%8B%E3%83%BC%E4%BA%A4%E9%9F%BF%E6%A5%BD%E5%9B%A3
1052,135,最初の橋は1898年に建造が開始された。この年は奇しくもオーストリア皇后エリーザベト（ハンガリー王妃エルジェーベト）が暗殺された年である。- エルジェーベト橋 http://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%AB%E3%82%B8%E3%82%A7%E3%83%BC%E3%83%99%E3%83%88%E6%A9%8B
1053,92,奇しくも南山は、2001年6月に芦沢のパートナーとして、『ミューパラ』火曜日で番組デビューを果たしていた。- 芦沢誠のGO!GO!サタデー http://ja.wikipedia.org/wiki/%E8%8A%A6%E6%B2%A2%E8%AA%A0%E3%81%AEGO%21GO%21%E3%82%B5%E3%82%BF%E3%83%87%E3%83%BC
1054,138,2001年2月から3月にかけて、5度目の訪日公演を行う。直後の9月11日には43枚目となるアルバム『ラヴ・アンド・セフト』を発表。奇しくもアメリカ同時多発テロの発生と同日のリリースであった。- ボブ・ディラン http://ja.wikipedia.org/wiki/%E3%83%9C%E3%83%96%E3%83%BB%E3%83%87%E3%82%A3%E3%83%A9%E3%83%B3
1055,131,あの打席の僕に対しても『全球ストレートで来るだろう』って思っていた」と述べている。奇しくもこの年上げた勝ち星は小林繁が引退した年と同じ勝ち星である。- 江川卓 (野球) http://ja.wikipedia.org/wiki/%E6%B1%9F%E5%B7%9D%E5%8D%93%20%28%E9%87%8E%E7%90%83%29
1056,93,遅れて到着したS-SWAT新人隊員、ライラ・アルフォンは一人チャニーズ・ヒルに降り立つ。奇しくも、その地はライラの故郷でもあった。- 死霊戦線 http://ja.wikipedia.org/wiki/%E6%AD%BB%E9%9C%8A%E6%88%A6%E7%B7%9A
1057,99,9時50分に伊豆・小笠原を除く東京都全域に緊急配備が敷かれた。奇しくも、この日は毎年恒例の歳末特別警戒の初日であった。- 三億円事件 http://ja.wikipedia.org/wiki/%E4%B8%89%E5%84%84%E5%86%86%E4%BA%8B%E4%BB%B6
1058,136,2007年3月21日放送のSASUKE第18回大会にデンジャラスのノッチが山田勝己のモノマネをして出場している。ゼッケン74番での出場で、奇しくもゼッケン73番で出場した山田との連番であった。- 山田勝己 http://ja.wikipedia.org/wiki/%E5%B1%B1%E7%94%B0%E5%8B%9D%E5%B7%B1
1059,118,また、同じ時期にシリーズのリメイクの噂も出ており、この時のマーティ役で最有力とされていたのが、奇しくも「バック・トゥ・ザ・フューチャー PART2。- バック・トゥ・ザ・フューチャーシリーズ http://ja.wikipedia.org/wiki/%E3%83%90%E3%83%83%E3%82%AF%E3%83%BB%E3%83%88%E3%82%A5%E3%83%BB%E3%82%B6%E3%83%BB%E3%83%95%E3%83%A5%E3%83%BC%E3%83%81%E3%83%A3%E3%83%BC%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
1060,71,奇しくも前述の医師の『警告』通り、10年後の1996年にこの世を去る結果となった。- 横山やすし http://ja.wikipedia.org/wiki/%E6%A8%AA%E5%B1%B1%E3%82%84%E3%81%99%E3%81%97
1061,200,2008年4月5日（奇しくもこの日が前述したこの番組のリニューアルの日）から、土曜日2330放送開始に変わったため、エフエム愛知|FM AICHI、岐阜エフエム放送|Radio80、三重エフエム放送|radio CUBE FM三重がこの番組を同時ネットしていることもあり、実質的に東海3県で放送時間がやはり24分重複していた。- 桑田佳祐のやさしい夜遊び http://ja.wikipedia.org/wiki/%E6%A1%91%E7%94%B0%E4%BD%B3%E7%A5%90%E3%81%AE%E3%82%84%E3%81%95%E3%81%97%E3%81%84%E5%A4%9C%E9%81%8A%E3%81%B3
1062,122,そして、会社の権利書を奪った信楽の娘・紅子に対しては、芸能界デビューの舞台で使う仮面に特殊な細菌を塗りつけた。その仮面は奇しくも亜里沙13歳の誕生日に友達全員で揃えた思い出の仮面。- 銀色の髪の亜里沙 http://ja.wikipedia.org/wiki/%E9%8A%80%E8%89%B2%E3%81%AE%E9%AB%AA%E3%81%AE%E4%BA%9C%E9%87%8C%E6%B2%99
1063,119,選手として国鉄時代の完全試合達成、巨人時代の400勝達成、監督としてはロッテ初の日本一と所属球団でそれぞれ偉業を達成したが、これらは奇しくも全て金田の地元の球団である中日戦である。- 金田正一 http://ja.wikipedia.org/wiki/%E9%87%91%E7%94%B0%E6%AD%A3%E4%B8%80
1064,120,施設内にはかつての地震の原因となった巨大な繭があり、研究機関「モナーク」が繭の調査を行っていた。奇しくもジョーとフォードが移送されたその時、繭は羽化を開始しつつあった。- GODZILLA ゴジラ http://ja.wikipedia.org/wiki/GODZILLA%20%E3%82%B4%E3%82%B8%E3%83%A9
1065,84,一方、搭載エンジンはV型12気筒と、奇しくも27年前に国鉄専用型式が開発された時と同様のものになっていた。- 国鉄専用型式 http://ja.wikipedia.org/wiki/%E5%9B%BD%E9%89%84%E5%B0%82%E7%94%A8%E5%9E%8B%E5%BC%8F
1066,129,池澤の仕事に関しても理解しているものの、最前線にいる池澤の身を案じ不安を抱くことも。「ながれ」でのファミリーデーを機に環菜と知り合い交流を深める。池澤の子供を身籠っていたが、奇しくも池澤が死んだ同時期に出産。- 海猿 http://ja.wikipedia.org/wiki/%E6%B5%B7%E7%8C%BF
1067,93,（三浦726の妻舞さんは、奇しくもこの放送があった日に死去、CSのサムライチャンネル、マッスル生放送で発表）。- マッスル牧場classic http://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%83%E3%82%B9%E3%83%AB%E7%89%A7%E5%A0%B4classic
1068,162,一方、リーグ戦でチームは5月から7月まで1勝も出来ず降格圏に低迷する事態に陥ってしまい、この間に監督が木村浩吉に交替すると(桑原隆の解任が発表された7月14日は奇しくも河合の30歳の誕生日だった。- 河合竜二 http://ja.wikipedia.org/wiki/%E6%B2%B3%E5%90%88%E7%AB%9C%E4%BA%8C
1069,218,次の1998年フランス大会、およびその次の2006年ドイツ大会（2002年日本・韓国大会は開催国で予選免除）の予選においては、奇しくも2大会続けて、中立地での対戦で勝利したことにより本大会出場を決めている。- ドーハの悲劇 http://ja.wikipedia.org/wiki/%E3%83%89%E3%83%BC%E3%83%8F%E3%81%AE%E6%82%B2%E5%8A%87
1070,119,あかり・クリス・アンナのチームの担当教官。軍隊上がりで、生徒に容赦ない罵詈雑言を浴びせる。奇しくも2年後、大学衛星進学を果たした一乃の担当教官となる。- バトルアスリーテス 大運動会 http://ja.wikipedia.org/wiki/%E3%83%90%E3%83%88%E3%83%AB%E3%82%A2%E3%82%B9%E3%83%AA%E3%83%BC%E3%83%86%E3%82%B9%20%E5%A4%A7%E9%81%8B%E5%8B%95%E4%BC%9A
1071,115,奇しくも前年のUEFA欧州選手権2012の時と同じく、ゴール数、アシスト数ともに並んだ選手がいながら、出場時間の関係で単独得点王の栄冠に輝く結果となっている。- フェルナンド・トーレス http://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8A%E3%83%B3%E3%83%89%E3%83%BB%E3%83%88%E3%83%BC%E3%83%AC%E3%82%B9
1072,70,聞きし如　まこと貴く　奇しくも　神さび居るか　これの水島（『万葉集』、長田王）。- 歌枕の一覧 http://ja.wikipedia.org/wiki/%E6%AD%8C%E6%9E%95%E3%81%AE%E4%B8%80%E8%A6%A7
1073,221,名古屋伊東で約5時間と箱根ビュー号と同じく時間がかかりすぎることが災いしてか、奇しくも箱根ビュー号と同じような末路をたどり、ジェイアール東海バスの撤退を機に箱根ビュー号の経路変更の約1か月後となる1991年7月20日に停車停留所を変更し伊東 - 修善寺間を中伊豆バイパス経由に変更するもやはり功を奏せず、箱根ビュー号より少々早い1993年4月1日に無期限運行休止されてしまっている。- 東海自動車 http://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B5%B7%E8%87%AA%E5%8B%95%E8%BB%8A
1074,109,時事問題を自由に論じた連載コラム。談志の生涯最後の仕事となった。談志が体調不良で活動休止した時期も例外として続き、奇しくも享年と同じ「75」回が最後の原稿になった。- 立川談志 http://ja.wikipedia.org/wiki/%E7%AB%8B%E5%B7%9D%E8%AB%87%E5%BF%97
1075,176,奇しくも自身の大学時代の友人も関わった殺人事件が縁で想と知り合い、以降はその事件を解決した想の知恵を借りてテロの予兆となりうる事件を調査したり、彼もまた想と可奈から他国で発生した事件の情報を求めて尋ねられたりしている。- Q.E.D. 証明終了 http://ja.wikipedia.org/wiki/Q.E.D.%20%E8%A8%BC%E6%98%8E%E7%B5%82%E4%BA%86
1076,125,奇しくもこの行為が敵対者であるコヴナントの命までも助ける事となったのだが、真実を知らない彼らにとって、宗教的シンボルの破壊により、人類に対してさらなる憎悪を抱いてしまう結果となったのだ。- マスターチーフ http://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%81%E3%83%BC%E3%83%95
1077,75,この点において、野口とシカは奇しくも親子二代にわたって医学関係の仕事に携わっていたと言える。- 野口英世 http://ja.wikipedia.org/wiki/%E9%87%8E%E5%8F%A3%E8%8B%B1%E4%B8%96
1078,113,また、対戦相手は奇しくも同年春選抜優勝の大阪桐蔭（大阪）とだったが、同じ年の春夏の甲子園大会で決勝戦が同一カードとなるのは史上初だった。- 日本の高校野球 http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E3%81%AE%E9%AB%98%E6%A0%A1%E9%87%8E%E7%90%83
1079,123,"マイク・スターンモデル。S仕様ボディ、ブリッジ採用。""MS""は彼のイニシャルだが、奇しくも上記法則の「メイプル指板」「シングルカッタウェイ」というスペックをも満たしている。- ヤマハ・PACIFICA http://ja.wikipedia.org/wiki/%E3%83%A4%E3%83%9E%E3%83%8F%E3%83%BBPACIFICA"
1080,135,2008年7月21日に東京・世田谷区民会館にて、「夏の日の0721（オナニー）」と題して、2回目の公開録音を実施。奇しくもこの回が第69回放送分であったため、公録では「オナニー&シックスナインの回」とも呼ばれた。- 工口×工口 http://ja.wikipedia.org/wiki/%E5%B7%A5%E5%8F%A3%C3%97%E5%B7%A5%E5%8F%A3
1081,112,笹井を常に守り抜いてきた坂井は、「俺がついていたら、きっと殺さなかったのに」と、地団太踏んで残念がったという。奇しくも、笹井の戦死日8月26日は坂井の誕生日でもあった。- 笹井醇一 http://ja.wikipedia.org/wiki/%E7%AC%B9%E4%BA%95%E9%86%87%E4%B8%80
1082,101,フランス軍とオーストリア・ロシア軍は、奇しくもナポレオン1世の即位一周年の12月2日にアウステルリッツ郊外のプラツェン高地で激突。- ナポレオン・ボナパルト http://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%9D%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%BB%E3%83%9C%E3%83%8A%E3%83%91%E3%83%AB%E3%83%88
1083,169,彼女の父{シャルル・フランソワ・ダンジェンヌは、マントノン侯爵の称号を持つ元マリー＝ガラント島知事であった（奇しくもフランソワーズの父コンスタンが欲した官職であった）。- マントノン侯爵夫人フランソワーズ・ドービニェ http://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%B3%E3%83%88%E3%83%8E%E3%83%B3%E4%BE%AF%E7%88%B5%E5%A4%AB%E4%BA%BA%E3%83%95%E3%83%A9%E3%83%B3%E3%82%BD%E3%83%AF%E3%83%BC%E3%82%BA%E3%83%BB%E3%83%89%E3%83%BC%E3%83%93%E3%83%8B%E3%82%A7
1084,115,7日には築地本願寺で陸軍航空本部主催の葬儀が行われ、後日、多磨霊園でも朝日新聞社葬が執り行われた。奇しくも多磨霊園は、父・金次郎と妹・フローレンスが埋葬されている霊園である。- 塚越賢爾 http://ja.wikipedia.org/wiki/%E5%A1%9A%E8%B6%8A%E8%B3%A2%E7%88%BE
1085,127,また、翌日に球団から（監督職の退任を前提に）休養を申し渡された岡田彰布にとっては、当中継でのロッテ戦が奇しくもBsの監督として最後に臨んだ試合になった。- これぞ!Bs魂 ～気になるオリックス・バファローズ～ http://ja.wikipedia.org/wiki/%E3%81%93%E3%82%8C%E3%81%9E%21Bs%E9%AD%82%20%E3%80%9C%E6%B0%97%E3%81%AB%E3%81%AA%E3%82%8B%E3%82%AA%E3%83%AA%E3%83%83%E3%82%AF%E3%82%B9%E3%83%BB%E3%83%90%E3%83%95%E3%82%A1%E3%83%AD%E3%83%BC%E3%82%BA%E3%80%9C
1086,99,設定上におけるアトム誕生日の2003年4月7日は、現実では奇しくも阪急電鉄経営の「宝塚ファミリーランド」（兵庫県宝塚市）の閉園日となった。- 鉄腕アトム http://ja.wikipedia.org/wiki/%E9%89%84%E8%85%95%E3%82%A2%E3%83%88%E3%83%A0
1087,94,この日、最後の運用時に各店舗の店長が観覧客に対して感謝の意を表した。奇しくもこの日は、東京ディズニーランド開園25周年の記念日である。- そごう http://ja.wikipedia.org/wiki/%E3%81%9D%E3%81%94%E3%81%86
1088,82,奇しくも赤星は福本が抱いていた懸念通り、ダイビングキャッチによる首の負傷で引退を余儀なくされることとなる。- 福本豊 http://ja.wikipedia.org/wiki/%E7%A6%8F%E6%9C%AC%E8%B1%8A
